"Arson","American Indian or Alaska Native","Hispanic or Latino","Missing",""
"Arson","American Indian or Alaska Native","Not Hispanic or Latino","Female",""
"Arson","American Indian or Alaska Native","Not Hispanic or Latino","Male",""
"Arson","American Indian or Alaska Native","Not Hispanic or Latino","Missing",""
"Arson","American Indian or Alaska Native","Unknown","Female",""
"Arson","American Indian or Alaska Native","Unknown","Male",""
"Arson","American Indian or Alaska Native","Unknown","Missing",""
"Arson","American Indian or Alaska Native","Missing","Female",""
"Arson","American Indian or Alaska Native","Missing","Male",""
"Arson","American Indian or Alaska Native","Missing","Missing",""
"Arson","Asian","Hispanic or Latino","Female",""
"Arson","Asian","Hispanic or Latino","Male",""
"Arson","Asian","Hispanic or Latino","Missing",""
"Arson","Asian","Not Hispanic or Latino","Female",""
"Arson","Asian","Not Hispanic or Latino","Male",""
"Arson","Asian","Not Hispanic or Latino","Missing",""
"Arson","Asian","Unknown","Female",""
"Arson","Asian","Unknown","Male",""
"Arson","Asian","Unknown","Missing",""
"Arson","Asian","Missing","Female",""
"Arson","Asian","Missing","Male",""
"Arson","Asian","Missing","Missing",""
"Arson","Native Hawaiian or Other Pacific Islander","Hispanic or Latino","Female",""
"Arson","Native Hawaiian or Other Pacific Islander","Hispanic or Latino","Male",""
"Arson","Native Hawaiian or Other Pacific Islander","Hispanic or Latino","Missing",""
"Arson","Native Hawaiian or Other Pacific Islander","Not Hispanic or Latino","Female",""
"Arson","Native Hawaiian or Other Pacific Islander","Not Hispanic or Latino","Male",""
"Arson","Native Hawaiian or Other Pacific Islander","Not Hispanic or Latino","Missing",""
"Arson","Native Hawaiian or Other Pacific Islander","Unknown","Female",""
"Arson","Native Hawaiian or Other Pacific Islander","Unknown","Male",""
"Arson","Native Hawaiian or Other Pacific Islander","Unknown","Missing",""
"Arson","Native Hawaiian or Other Pacific Islander","Missing","Female",""
"Arson","Native Hawaiian or Other Pacific Islander","Missing","Male",""
"Arson","Native Hawaiian or Other Pacific Islander","Missing","Missing",""
"Arson","Unknown","Hispanic or Latino","Female",""
"Arson","Unknown","Hispanic or Latino","Male",""
"Arson","Unknown","Hispanic or Latino","Missing",""
"Arson","Unknown","Not Hispanic or Latino","Female",""
"Arson","Unknown","Not Hispanic or Latino","Male",""
"Arson","Unknown","Not Hispanic or Latino","Missing",""
"Arson","Unknown","Unknown","Female",""
"Arson","Unknown","Unknown","Male",""
"Arson","Unknown","Unknown","Missing",""
"Arson","Unknown","Missing","Female",""
"Arson","Unknown","Missing","Male",""
"Arson","Unknown","Missing","Missing",""
"Arson","Missing","Hispanic or Latino","Female",""
"Arson","Missing","Hispanic or Latino","Male",""
"Arson","Missing","Hispanic or Latino","Missing",""
"Arson","Missing","Not Hispanic or Latino","Female",""
"Arson","Missing","Not Hispanic or Latino","Male",""
"Arson","Missing","Not Hispanic or Latino","Missing",""
"Arson","Missing","Unknown","Female",""
"Arson","Missing","Unknown","Male",""
"Arson","Missing","Unknown","Missing",""
"Arson","Missing","Missing","Female",""
"Arson","Missing","Missing","Male",""
"Arson","Missing","Missing","Missing",""
"Bribery","White","Hispanic or Latino","Female",""
"Bribery","White","Hispanic or Latino","Male",""
"Bribery","White","Hispanic or Latino","Missing",""
"Bribery","White","Not Hispanic or Latino","Female",""
"Bribery","White","Not Hispanic or Latino","Male",""
"Bribery","White","Not Hispanic or Latino","Missing",""
"Bribery","White","Unknown","Female",""
"Bribery","White","Unknown","Male",""
"Bribery","White","Unknown","Missing",""
"Bribery","White","Missing","Female",""
"Bribery","White","Missing","Male","1"
"Bribery","White","Missing","Missing",""
"Bribery","Black or African American","Hispanic or Latino","Female",""
"Bribery","Black or African American","Hispanic or Latino","Male","1"
"Bribery","Black or African American","Hispanic or Latino","Missing",""
"Bribery","Black or African American","Not Hispanic or Latino","Female",""
"Bribery","Black or African American","Not Hispanic or Latino","Male",""
"Bribery","Black or African American","Not Hispanic or Latino","Missing",""
"Bribery","Black or African American","Unknown","Female",""
"Bribery","Black or African American","Unknown","Male",""
"Bribery","Black or African American","Unknown","Missing",""
"Bribery","Black or African American","Missing","Female",""
"Bribery","Black or African American","Missing","Male","1"
"Bribery","Black or African American","Missing","Missing",""
"Bribery","American Indian or Alaska Native","Hispanic or Latino","Female",""
"Bribery","American Indian or Alaska Native","Hispanic or Latino","Male",""
"Bribery","American Indian or Alaska Native","Hispanic or Latino","Missing",""
"Bribery","American Indian or Alaska Native","Not Hispanic or Latino","Female",""
"Bribery","American Indian or Alaska Native","Not Hispanic or Latino","Male",""
"Bribery","American Indian or Alaska Native","Not Hispanic or Latino","Missing",""
"Bribery","American Indian or Alaska Native","Unknown","Female",""
"Bribery","American Indian or Alaska Native","Unknown","Male",""
"Bribery","American Indian or Alaska Native","Unknown","Missing",""
"Bribery","American Indian or Alaska Native","Missing","Female",""
"Bribery","American Indian or Alaska Native","Missing","Male",""
"Bribery","American Indian or Alaska Native","Missing","Missing",""
"Bribery","Asian","Hispanic or Latino","Female",""
"Bribery","Asian","Hispanic or Latino","Male",""
"Bribery","Asian","Hispanic or Latino","Missing",""
"Bribery","Asian","Not Hispanic or Latino","Female",""
"Bribery","Asian","Not Hispanic or Latino","Male",""
"Bribery","Asian","Not Hispanic or Latino","Missing",""
"Bribery","Asian","Unknown","Female",""
"Bribery","Asian","Unknown","Male",""
"Bribery","Asian","Unknown","Missing",""
"Bribery","Asian","Missing","Female",""
"Bribery","Asian","Missing","Male",""
"Bribery","Asian","Missing","Missing",""
"Bribery","Native Hawaiian or Other Pacific Islander","Hispanic or Latino","Female",""
"Bribery","Native Hawaiian or Other Pacific Islander","Hispanic or Latino","Male",""
"Bribery","Native Hawaiian or Other Pacific Islander","Hispanic or Latino","Missing",""
"Bribery","Native Hawaiian or Other Pacific Islander","Not Hispanic or Latino","Female",""
"Bribery","Native Hawaiian or Other Pacific Islander","Not Hispanic or Latino","Male",""
"Bribery","Native Hawaiian or Other Pacific Islander","Not Hispanic or Latino","Missing",""
"Bribery","Native Hawaiian or Other Pacific Islander","Unknown","Female",""
"Bribery","Native Hawaiian or Other Pacific Islander","Unknown","Male",""
"Bribery","Native Hawaiian or Other Pacific Islander","Unknown","Missing",""
"Bribery","Native Hawaiian or Other Pacific Islander","Missing","Female",""
"Bribery","Native Hawaiian or Other Pacific Islander","Missing","Male",""
"Bribery","Native Hawaiian or Other Pacific Islander","Missing","Missing",""
"Bribery","Unknown","Hispanic or Latino","Female",""
"Bribery","Unknown","Hispanic or Latino","Male",""
"Bribery","Unknown","Hispanic or Latino","Missing",""
"Bribery","Unknown","Not Hispanic or Latino","Female",""
"Bribery","Unknown","Not Hispanic or Latino","Male",""
"Bribery","Unknown","Not Hispanic or Latino","Missing",""
"Bribery","Unknown","Unknown","Female",""
"Bribery","Unknown","Unknown","Male",""
"Bribery","Unknown","Unknown","Missing",""
"Bribery","Unknown","Missing","Female",""
"Bribery","Unknown","Missing","Male",""
"Bribery","Unknown","Missing","Missing",""
"Bribery","Missing","Hispanic or Latino","Female",""
"Bribery","Missing","Hispanic or Latino","Male",""
"Bribery","Missing","Hispanic or Latino","Missing",""
"Bribery","Missing","Not Hispanic or Latino","Female",""
"Bribery","Missing","Not Hispanic or Latino","Male",""
"Bribery","Missing","Not Hispanic or Latino","Missing",""
"Bribery","Missing","Unknown","Female",""
"Bribery","Missing","Unknown","Male",""
"Bribery","Missing","Unknown","Missing",""
"Bribery","Missing","Missing","Female",""
"Bribery","Missing","Missing","Male",""
"Bribery","Missing","Missing","Missing",""
"Burglary/Breaking & Entering","White","Hispanic or Latino","Female","26"
"Burglary/Breaking & Entering","White","Hispanic or Latino","Male","233"
"Burglary/Breaking & Entering","White","Hispanic or Latino","Missing",""
"Burglary/Breaking & Entering","White","Not Hispanic or Latino","Female","254"
"Burglary/Breaking & Entering","White","Not Hispanic or Latino","Male","953"
"Burglary/Breaking & Entering","White","Not Hispanic or Latino","Missing",""
"Burglary/Breaking & Entering","White","Unknown","Female","22"
"Burglary/Breaking & Entering","White","Unknown","Male","113"
"Burglary/Breaking & Entering","White","Unknown","Missing",""
"Burglary/Breaking & Entering","White","Missing","Female","5"
"Burglary/Breaking & Entering","White","Missing","Male","25"
"Burglary/Breaking & Entering","White","Missing","Missing",""
"Burglary/Breaking & Entering","Black or African American","Hispanic or Latino","Female",""
"Burglary/Breaking & Entering","Black or African American","Hispanic or Latino","Male","23"
"Burglary/Breaking & Entering","Black or African American","Hispanic or Latino","Missing",""
"Burglary/Breaking & Entering","Black or African American","Not Hispanic or Latino","Female","27"
"Burglary/Breaking & Entering","Black or African American","Not Hispanic or Latino","Male","200"
"Burglary/Breaking & Entering","Black or African American","Not Hispanic or Latino","Missing",""
"Burglary/Breaking & Entering","Black or African American","Unknown","Female","5"
"Burglary/Breaking & Entering","Black or African American","Unknown","Male","21"
"Burglary/Breaking & Entering","Black or African American","Unknown","Missing",""
"Burglary/Breaking & Entering","Black or African American","Missing","Female","2"
"Burglary/Breaking & Entering","Black or African American","Missing","Male","6"
"Burglary/Breaking & Entering","Black or African American","Missing","Missing",""
"Burglary/Breaking & Entering","American Indian or Alaska Native","Hispanic or Latino","Female",""
"Burglary/Breaking & Entering","American Indian or Alaska Native","Hispanic or Latino","Male",""
"Burglary/Breaking & Entering","American Indian or Alaska Native","Hispanic or Latino","Missing",""
"Burglary/Breaking & Entering","American Indian or Alaska Native","Not Hispanic or Latino","Female",""
"Burglary/Breaking & Entering","American Indian or Alaska Native","Not Hispanic or Latino","Male",""
"Burglary/Breaking & Entering","American Indian or Alaska Native","Not Hispanic or Latino","Missing",""
"Burglary/Breaking & Entering","American Indian or Alaska Native","Unknown","Female",""
"Burglary/Breaking & Entering","American Indian or Alaska Native","Unknown","Male",""
"Burglary/Breaking & Entering","American Indian or Alaska Native","Unknown","Missing",""
"Burglary/Breaking & Entering","American Indian or Alaska Native","Missing","Female",""
"Burglary/Breaking & Entering","American Indian or Alaska Native","Missing","Male",""
"Burglary/Breaking & Entering","American Indian or Alaska Native","Missing","Missing",""
"Burglary/Breaking & Entering","Asian","Hispanic or Latino","Female",""
"Burglary/Breaking & Entering","Asian","Hispanic or Latino","Male",""
"Burglary/Breaking & Entering","Asian","Hispanic or Latino","Missing",""
"Burglary/Breaking & Entering","Asian","Not Hispanic or Latino","Female","3"
"Burglary/Breaking & Entering","Asian","Not Hispanic or Latino","Male","12"
"Burglary/Breaking & Entering","Asian","Not Hispanic or Latino","Missing",""
"Burglary/Breaking & Entering","Asian","Unknown","Female",""
"Burglary/Breaking & Entering","Asian","Unknown","Male","4"
"Burglary/Breaking & Entering","Asian","Unknown","Missing",""
"Burglary/Breaking & Entering","Asian","Missing","Female",""
"Burglary/Breaking & Entering","Asian","Missing","Male",""
"Burglary/Breaking & Entering","Asian","Missing","Missing",""
"Burglary/Breaking & Entering","Native Hawaiian or Other Pacific Islander","Hispanic or Latino","Female",""
"Burglary/Breaking & Entering","Native Hawaiian or Other Pacific Islander","Hispanic or Latino","Male",""
"Burglary/Breaking & Entering","Native Hawaiian or Other Pacific Islander","Hispanic or Latino","Missing",""
"Burglary/Breaking & Entering","Native Hawaiian or Other Pacific Islander","Not Hispanic or Latino","Female",""
"Burglary/Breaking & Entering","Native Hawaiian or Other Pacific Islander","Not Hispanic or Latino","Male",""
"Burglary/Breaking & Entering","Native Hawaiian or Other Pacific Islander","Not Hispanic or Latino","Missing",""
"Burglary/Breaking & Entering","Native Hawaiian or Other Pacific Islander","Unknown","Female",""
"Burglary/Breaking & Entering","Native Hawaiian or Other Pacific Islander","Unknown","Male",""
"Burglary/Breaking & Entering","Native Hawaiian or Other Pacific Islander","Unknown","Missing",""
"Burglary/Breaking & Entering","Native Hawaiian or Other Pacific Islander","Missing","Female",""
"Burglary/Breaking & Entering","Native Hawaiian or Other Pacific Islander","Missing","Male",""
"Burglary/Breaking & Entering","Native Hawaiian or Other Pacific Islander","Missing","Missing",""
"Burglary/Breaking & Entering","Unknown","Hispanic or Latino","Female",""
"Burglary/Breaking & Entering","Unknown","Hispanic or Latino","Male","11"
"Burglary/Breaking & Entering","Unknown","Hispanic or Latino","Missing",""
"Burglary/Breaking & Entering","Unknown","Not Hispanic or Latino","Female",""
"Burglary/Breaking & Entering","Unknown","Not Hispanic or Latino","Male","12"
"Burglary/Breaking & Entering","Unknown","Not Hispanic or Latino","Missing",""
"Burglary/Breaking & Entering","Unknown","Unknown","Female","5"
"Burglary/Breaking & Entering","Unknown","Unknown","Male","17"
"Burglary/Breaking & Entering","Unknown","Unknown","Missing",""
"Burglary/Breaking & Entering","Unknown","Missing","Female",""
"Burglary/Breaking & Entering","Unknown","Missing","Male","2"
"Burglary/Breaking & Entering","Unknown","Missing","Missing",""
"Burglary/Breaking & Entering","Missing","Hispanic or Latino","Female",""
"Burglary/Breaking & Entering","Missing","Hispanic or Latino","Male",""
"Burglary/Breaking & Entering","Missing","Hispanic or Latino","Missing",""
"Burglary/Breaking & Entering","Missing","Not Hispanic or Latino","Female",""
"Burglary/Breaking & Entering","Missing","Not Hispanic or Latino","Male",""
"Burglary/Breaking & Entering","Missing","Not Hispanic or Latino","Missing",""
"Burglary/Breaking & Entering","Missing","Unknown","Female",""
"Burglary/Breaking & Entering","Missing","Unknown","Male",""
"Burglary/Breaking & Entering","Missing","Unknown","Missing",""
"Burglary/Breaking & Entering","Missing","Missing","Female",""
"Burglary/Breaking & Entering","Missing","Missing","Male",""
"Burglary/Breaking & Entering","Missing","Missing","Missing",""
"Counterfeiting/Forgery","White","Hispanic or Latino","Female","9"
"Counterfeiting/Forgery","White","Hispanic or Latino","Male","35"
"Counterfeiting/Forgery","White","Hispanic or Latino","Missing",""
"Counterfeiting/Forgery","White","Not Hispanic or Latino","Female","96"
"Counterfeiting/Forgery","White","Not Hispanic or Latino","Male","169"
"Counterfeiting/Forgery","White","Not Hispanic or Latino","Missing",""
"Counterfeiting/Forgery","White","Unknown","Female","8"
"Counterfeiting/Forgery","White","Unknown","Male","15"
"Counterfeiting/Forgery","White","Unknown","Missing",""
"Counterfeiting/Forgery","White","Missing","Female","4"
"Counterfeiting/Forgery","White","Missing","Male","4"
"Counterfeiting/Forgery","White","Missing","Missing",""
"Counterfeiting/Forgery","Black or African American","Hispanic or Latino","Female","2"
"Counterfeiting/Forgery","Black or African American","Hispanic or Latino","Male","5"
"Counterfeiting/Forgery","Black or African American","Hispanic or Latino","Missing",""
"Counterfeiting/Forgery","Black or African American","Not Hispanic or Latino","Female","29"
"Counterfeiting/Forgery","Black or African American","Not Hispanic or Latino","Male","57"
"Counterfeiting/Forgery","Black or African American","Not Hispanic or Latino","Missing",""
"Counterfeiting/Forgery","Black or African American","Unknown","Female","4"
"Counterfeiting/Forgery","Black or African American","Unknown","Male","16"
"Counterfeiting/Forgery","Black or African American","Unknown","Missing",""
"Counterfeiting/Forgery","Black or African American","Missing","Female","1"
"Counterfeiting/Forgery","Black or African American","Missing","Male","4"
"Counterfeiting/Forgery","Black or African American","Missing","Missing",""
"Counterfeiting/Forgery","American Indian or Alaska Native","Hispanic or Latino","Female",""
"Counterfeiting/Forgery","American Indian or Alaska Native","Hispanic or Latino","Male",""
"Counterfeiting/Forgery","American Indian or Alaska Native","Hispanic or Latino","Missing",""
"Counterfeiting/Forgery","American Indian or Alaska Native","Not Hispanic or Latino","Female",""
"Counterfeiting/Forgery","American Indian or Alaska Native","Not Hispanic or Latino","Male",""
"Counterfeiting/Forgery","American Indian or Alaska Native","Not Hispanic or Latino","Missing",""
"Counterfeiting/Forgery","American Indian or Alaska Native","Unknown","Female",""
"Counterfeiting/Forgery","American Indian or Alaska Native","Unknown","Male",""
"Counterfeiting/Forgery","American Indian or Alaska Native","Unknown","Missing",""
"Counterfeiting/Forgery","American Indian or Alaska Native","Missing","Female",""
"Counterfeiting/Forgery","American Indian or Alaska Native","Missing","Male",""
"Counterfeiting/Forgery","American Indian or Alaska Native","Missing","Missing",""
"Counterfeiting/Forgery","Asian","Hispanic or Latino","Female",""
"Counterfeiting/Forgery","Asian","Hispanic or Latino","Male","1"
"Counterfeiting/Forgery","Asian","Hispanic or Latino","Missing",""
"Counterfeiting/Forgery","Asian","Not Hispanic or Latino","Female",""
"Counterfeiting/Forgery","Asian","Not Hispanic or Latino","Male",""
"Counterfeiting/Forgery","Asian","Not Hispanic or Latino","Missing",""
"Counterfeiting/Forgery","Asian","Unknown","Female",""
"Counterfeiting/Forgery","Asian","Unknown","Male",""
"Counterfeiting/Forgery","Asian","Unknown","Missing",""
"Counterfeiting/Forgery","Asian","Missing","Female",""
"Counterfeiting/Forgery","Asian","Missing","Male",""
"Counterfeiting/Forgery","Asian","Missing","Missing",""
"Counterfeiting/Forgery","Native Hawaiian or Other Pacific Islander","Hispanic or Latino","Female",""
"Counterfeiting/Forgery","Native Hawaiian or Other Pacific Islander","Hispanic or Latino","Male",""
"Counterfeiting/Forgery","Native Hawaiian or Other Pacific Islander","Hispanic or Latino","Missing",""
"Counterfeiting/Forgery","Native Hawaiian or Other Pacific Islander","Not Hispanic or Latino","Female",""
"Counterfeiting/Forgery","Native Hawaiian or Other Pacific Islander","Not Hispanic or Latino","Male",""
"Counterfeiting/Forgery","Native Hawaiian or Other Pacific Islander","Not Hispanic or Latino","Missing",""
"Counterfeiting/Forgery","Native Hawaiian or Other Pacific Islander","Unknown","Female",""
"Counterfeiting/Forgery","Native Hawaiian or Other Pacific Islander","Unknown","Male",""
"Counterfeiting/Forgery","Native Hawaiian or Other Pacific Islander","Unknown","Missing",""
"Counterfeiting/Forgery","Native Hawaiian or Other Pacific Islander","Missing","Female",""
"Counterfeiting/Forgery","Native Hawaiian or Other Pacific Islander","Missing","Male",""
"Counterfeiting/Forgery","Native Hawaiian or Other Pacific Islander","Missing","Missing",""
"Counterfeiting/Forgery","Unknown","Hispanic or Latino","Female","3"
"Counterfeiting/Forgery","Unknown","Hispanic or Latino","Male","5"
"Counterfeiting/Forgery","Unknown","Hispanic or Latino","Missing",""
"Counterfeiting/Forgery","Unknown","Not Hispanic or Latino","Female",""
"Counterfeiting/Forgery","Unknown","Not Hispanic or Latino","Male","4"
"Counterfeiting/Forgery","Unknown","Not Hispanic or Latino","Missing",""
"Counterfeiting/Forgery","Unknown","Unknown","Female","4"
"Counterfeiting/Forgery","Unknown","Unknown","Male","5"
"Counterfeiting/Forgery","Unknown","Unknown","Missing",""
"Counterfeiting/Forgery","Unknown","Missing","Female",""
"Counterfeiting/Forgery","Unknown","Missing","Male",""
"Counterfeiting/Forgery","Unknown","Missing","Missing",""
"Counterfeiting/Forgery","Missing","Hispanic or Latino","Female",""
"Counterfeiting/Forgery","Missing","Hispanic or Latino","Male",""
"Counterfeiting/Forgery","Missing","Hispanic or Latino","Missing",""
"Counterfeiting/Forgery","Missing","Not Hispanic or Latino","Female",""
"Counterfeiting/Forgery","Missing","Not Hispanic or Latino","Male",""
"Counterfeiting/Forgery","Missing","Not Hispanic or Latino","Missing",""
"Counterfeiting/Forgery","Missing","Unknown","Female",""
"Counterfeiting/Forgery","Missing","Unknown","Male",""
"Counterfeiting/Forgery","Missing","Unknown","Missing",""
"Counterfeiting/Forgery","Missing","Missing","Female",""
"Counterfeiting/Forgery","Missing","Missing","Male",""
"Counterfeiting/Forgery","Missing","Missing","Missing",""
"Destruction/Damage/Vandalism of Property","White","Hispanic or Latino","Female","47"
"Destruction/Damage/Vandalism of Property","White","Hispanic or Latino","Male","224"
"Destruction/Damage/Vandalism of Property","White","Hispanic or Latino","Missing",""
"Destruction/Damage/Vandalism of Property","White","Not Hispanic or Latino","Female","294"
"Destruction/Damage/Vandalism of Property","White","Not Hispanic or Latino","Male","1,140"
"Destruction/Damage/Vandalism of Property","White","Not Hispanic or Latino","Missing",""
"Destruction/Damage/Vandalism of Property","White","Unknown","Female","30"
"Destruction/Damage/Vandalism of Property","White","Unknown","Male","85"
"Destruction/Damage/Vandalism of Property","White","Unknown","Missing",""
"Destruction/Damage/Vandalism of Property","White","Missing","Female","8"
"Destruction/Damage/Vandalism of Property","White","Missing","Male","21"
"Destruction/Damage/Vandalism of Property","White","Missing","Missing",""
"Destruction/Damage/Vandalism of Property","Black or African American","Hispanic or Latino","Female","6"
"Destruction/Damage/Vandalism of Property","Black or African American","Hispanic or Latino","Male","22"
"Destruction/Damage/Vandalism of Property","Black or African American","Hispanic or Latino","Missing",""
"Destruction/Damage/Vandalism of Property","Black or African American","Not Hispanic or Latino","Female","59"
"Destruction/Damage/Vandalism of Property","Black or African American","Not Hispanic or Latino","Male","231"
"Destruction/Damage/Vandalism of Property","Black or African American","Not Hispanic or Latino","Missing",""
"Destruction/Damage/Vandalism of Property","Black or African American","Unknown","Female","8"
"Destruction/Damage/Vandalism of Property","Black or African American","Unknown","Male","35"
"Destruction/Damage/Vandalism of Property","Black or African American","Unknown","Missing",""
"Destruction/Damage/Vandalism of Property","Black or African American","Missing","Female",""
"Destruction/Damage/Vandalism of Property","Black or African American","Missing","Male","6"
"Destruction/Damage/Vandalism of Property","Black or African American","Missing","Missing",""
"Destruction/Damage/Vandalism of Property","American Indian or Alaska Native","Hispanic or Latino","Female",""
"Destruction/Damage/Vandalism of Property","American Indian or Alaska Native","Hispanic or Latino","Male",""
"Destruction/Damage/Vandalism of Property","American Indian or Alaska Native","Hispanic or Latino","Missing",""
"Destruction/Damage/Vandalism of Property","American Indian or Alaska Native","Not Hispanic or Latino","Female",""
"Destruction/Damage/Vandalism of Property","American Indian or Alaska Native","Not Hispanic or Latino","Male","1"
"Destruction/Damage/Vandalism of Property","American Indian or Alaska Native","Not Hispanic or Latino","Missing",""
"Destruction/Damage/Vandalism of Property","American Indian or Alaska Native","Unknown","Female",""
"Destruction/Damage/Vandalism of Property","American Indian or Alaska Native","Unknown","Male",""
"Destruction/Damage/Vandalism of Property","American Indian or Alaska Native","Unknown","Missing",""
"Destruction/Damage/Vandalism of Property","American Indian or Alaska Native","Missing","Female",""
"Destruction/Damage/Vandalism of Property","American Indian or Alaska Native","Missing","Male",""
"Destruction/Damage/Vandalism of Property","American Indian or Alaska Native","Missing","Missing",""
"Destruction/Damage/Vandalism of Property","Asian","Hispanic or Latino","Female",""
"Destruction/Damage/Vandalism of Property","Asian","Hispanic or Latino","Male",""
"Destruction/Damage/Vandalism of Property","Asian","Hispanic or Latino","Missing",""
"Destruction/Damage/Vandalism of Property","Asian","Not Hispanic or Latino","Female","4"
"Destruction/Damage/Vandalism of Property","Asian","Not Hispanic or Latino","Male","14"
"Destruction/Damage/Vandalism of Property","Asian","Not Hispanic or Latino","Missing",""
"Destruction/Damage/Vandalism of Property","Asian","Unknown","Female","2"
"Destruction/Damage/Vandalism of Property","Asian","Unknown","Male","4"
"Destruction/Damage/Vandalism of Property","Asian","Unknown","Missing",""
"Destruction/Damage/Vandalism of Property","Asian","Missing","Female",""
"Destruction/Damage/Vandalism of Property","Asian","Missing","Male","4"
"Destruction/Damage/Vandalism of Property","Asian","Missing","Missing",""
"Destruction/Damage/Vandalism of Property","Native Hawaiian or Other Pacific Islander","Hispanic or Latino","Female",""
"Destruction/Damage/Vandalism of Property","Native Hawaiian or Other Pacific Islander","Hispanic or Latino","Male",""
"Destruction/Damage/Vandalism of Property","Native Hawaiian or Other Pacific Islander","Hispanic or Latino","Missing",""
"Destruction/Damage/Vandalism of Property","Native Hawaiian or Other Pacific Islander","Not Hispanic or Latino","Female",""
"Destruction/Damage/Vandalism of Property","Native Hawaiian or Other Pacific Islander","Not Hispanic or Latino","Male",""
"Destruction/Damage/Vandalism of Property","Native Hawaiian or Other Pacific Islander","Not Hispanic or Latino","Missing",""
"Destruction/Damage/Vandalism of Property","Native Hawaiian or Other Pacific Islander","Unknown","Female",""
"Destruction/Damage/Vandalism of Property","Native Hawaiian or Other Pacific Islander","Unknown","Male",""
"Destruction/Damage/Vandalism of Property","Native Hawaiian or Other Pacific Islander","Unknown","Missing",""
"Destruction/Damage/Vandalism of Property","Native Hawaiian or Other Pacific Islander","Missing","Female",""
"Destruction/Damage/Vandalism of Property","Native Hawaiian or Other Pacific Islander","Missing","Male",""
"Destruction/Damage/Vandalism of Property","Native Hawaiian or Other Pacific Islander","Missing","Missing",""
"Destruction/Damage/Vandalism of Property","Unknown","Hispanic or Latino","Female","2"
"Destruction/Damage/Vandalism of Property","Unknown","Hispanic or Latino","Male","14"
"Destruction/Damage/Vandalism of Property","Unknown","Hispanic or Latino","Missing",""
"Destruction/Damage/Vandalism of Property","Unknown","Not Hispanic or Latino","Female","3"
"Destruction/Damage/Vandalism of Property","Unknown","Not Hispanic or Latino","Male","9"
"Destruction/Damage/Vandalism of Property","Unknown","Not Hispanic or Latino","Missing",""
"Destruction/Damage/Vandalism of Property","Unknown","Unknown","Female","4"
"Destruction/Damage/Vandalism of Property","Unknown","Unknown","Male","35"
"Destruction/Damage/Vandalism of Property","Unknown","Unknown","Missing",""
"Destruction/Damage/Vandalism of Property","Unknown","Missing","Female",""
"Destruction/Damage/Vandalism of Property","Unknown","Missing","Male","2"
"Destruction/Damage/Vandalism of Property","Unknown","Missing","Missing",""
"Destruction/Damage/Vandalism of Property","Missing","Hispanic or Latino","Female",""
"Destruction/Damage/Vandalism of Property","Missing","Hispanic or Latino","Male",""
"Destruction/Damage/Vandalism of Property","Missing","Hispanic or Latino","Missing",""
"Destruction/Damage/Vandalism of Property","Missing","Not Hispanic or Latino","Female",""
"Destruction/Damage/Vandalism of Property","Missing","Not Hispanic or Latino","Male",""
"Destruction/Damage/Vandalism of Property","Missing","Not Hispanic or Latino","Missing",""
"Destruction/Damage/Vandalism of Property","Missing","Unknown","Female",""
"Destruction/Damage/Vandalism of Property","Missing","Unknown","Male",""
"Destruction/Damage/Vandalism of Property","Missing","Unknown","Missing",""
"Destruction/Damage/Vandalism of Property","Missing","Missing","Female",""
"Destruction/Damage/Vandalism of Property","Missing","Missing","Male",""
"Destruction/Damage/Vandalism of Property","Missing","Missing","Missing",""
"Embezzlement","White","Hispanic or Latino","Female","5"
"Embezzlement","White","Hispanic or Latino","Male","10"
"Embezzlement","White","Hispanic or Latino","Missing",""
"Embezzlement","White","Not Hispanic or Latino","Female","49"
"Embezzlement","White","Not Hispanic or Latino","Male","34"
"Embezzlement","White","Not Hispanic or Latino","Missing",""
"Embezzlement","White","Unknown","Female","1"
"Embezzlement","White","Unknown","Male","8"
"Embezzlement","White","Unknown","Missing",""
"Embezzlement","White","Missing","Female",""
"Embezzlement","White","Missing","Male","1"
"Embezzlement","White","Missing","Missing",""
"Embezzlement","Black or African American","Hispanic or Latino","Female",""
"Embezzlement","Black or African American","Hispanic or Latino","Male",""
"Embezzlement","Black or African American","Hispanic or Latino","Missing",""
"Embezzlement","Black or African American","Not Hispanic or Latino","Female","7"
"Embezzlement","Black or African American","Not Hispanic or Latino","Male","11"
"Embezzlement","Black or African American","Not Hispanic or Latino","Missing",""
"Embezzlement","Black or African American","Unknown","Female","1"
"Embezzlement","Black or African American","Unknown","Male",""
"Embezzlement","Black or African American","Unknown","Missing",""
"Embezzlement","Black or African American","Missing","Female",""
"Embezzlement","Black or African American","Missing","Male",""
"Embezzlement","Black or African American","Missing","Missing",""
"Embezzlement","American Indian or Alaska Native","Hispanic or Latino","Female",""
"Embezzlement","American Indian or Alaska Native","Hispanic or Latino","Male",""
"Embezzlement","American Indian or Alaska Native","Hispanic or Latino","Missing",""
"Embezzlement","American Indian or Alaska Native","Not Hispanic or Latino","Female",""
"Embezzlement","American Indian or Alaska Native","Not Hispanic or Latino","Male",""
"Embezzlement","American Indian or Alaska Native","Not Hispanic or Latino","Missing",""
"Embezzlement","American Indian or Alaska Native","Unknown","Female",""
"Embezzlement","American Indian or Alaska Native","Unknown","Male",""
"Embezzlement","American Indian or Alaska Native","Unknown","Missing",""
